,town_geocode
2256,"('1.32844913301985', '103.909937396599')"
2257,"('1.3331220560709', '103.911711197755')"
2258,"('1.35029143230261', '103.83930130692')"
2259,"('1.34992955087992', '103.756979034067')"
2260,"('1.36280451951487', '103.749157203985')"
2261,"('1.35089523097055', '103.754544469239')"
2262,"('1.35014567071178', '103.758465278484')"
2263,"('1.35085859711904', '103.759761122934')"
2264,"('1.36033274170697', '103.749691516072')"
2265,"('1.35711725438592', '103.748423168363')"
2266,"('1.35029153722115', '103.759090413855')"
2267,"('1.3488252646597', '103.755127558884')"
2268,"('1.36106704830424', '103.750625432011')"
2269,"('1.28027764882907', '103.82572355886')"
2270,"('1.28790461781044', '103.83219770269')"
2271,"('1.28852535171166', '103.828458597142')"
2272,"('1.27204427103763', '103.810096953624')"
2273,"('1.27773153190559', '103.819769431353')"
2274,"('1.28391229397444', '103.816006111441')"
2275,"('1.28543704177023', '103.830839342729')"
2276,"('1.27425274045994', '103.812429094644')"
2277,"('1.28302965610411', '103.827236715363')"
2278,"('1.27220181541331', '103.811060837387')"
2279,"('1.274636588887', '103.809632802144')"
2280,"('1.27403187291578', '103.83665274606')"
2281,"('1.2876742577682', '103.838857901085')"
2282,"('1.31456889716041', '103.761612603199')"
2283,"('1.31810006477416', '103.766692603667')"
2284,"('1.32069236445881', '103.762714694971')"
2285,"('1.31690013947225', '103.88032810469')"
2286,"('1.32273476922747', '103.888103196257')"
2287,"('1.33083095249698', '103.887507765547')"
2288,"('1.32385970958716', '103.90336356772')"
2289,"('1.36232721881747', '103.893510807642')"
2290,"('1.35496446293882', '103.890855054687')"
2291,"('1.3564226661287', '103.890651695359')"
2292,"('1.37517507468581', '103.896537715818')"
2293,"('1.35493747800562', '103.891360573947')"
2294,"('1.3693032100873', '103.898351173028')"
2295,"('1.36669418462152', '103.88909314947')"
2296,"('1.358899944034', '103.888345777377')"
2297,"('1.3416807983165', '103.741783307334')"
2298,"('1.32012627849168', '103.739888486506')"
2299,"('1.3371914743342', '103.741941852951')"
2300,"('1.34883175011115', '103.722734202036')"
2301,"('1.34991931821997', '103.720692262748')"
2302,"('1.35275290532096', '103.717763434614')"
2303,"('1.3536653557826', '103.716101539752')"
2304,"('1.32502427886167', '103.854232129189')"
2305,"('1.32797110234326', '103.857572661207')"
2306,"('1.30508442984799', '103.862599006613')"
2307,"('1.3029350083075', '103.907739044319')"
2308,"('1.30376782197877', '103.914176046886')"
2309,38 DOVER RDunavailable
2310,"('1.30406012764311', '103.782637200936')"
2311,"('1.30661660830307', '103.798183841941')"
2312,"('1.31057227583682', '103.787643069812')"
2313,"('1.3109761247096', '103.792379920443')"
2314,"('1.36919996934693', '103.871588808817')"
2315,"('1.36618689571987', '103.871419458199')"
2316,"('1.35874143844472', '103.872227097734')"
2317,"('1.35834096888655', '103.951379730883')"
2318,"('1.35302683671628', '103.936584448142')"
2319,"('1.35782898281099', '103.945792875974')"
2320,"('1.35141456108804', '103.945859048593')"
2321,"('1.3477319115079', '103.94412402405')"
2322,"('1.35323572708512', '103.949946614899')"
2323,"('1.34885277403052', '103.954704571774')"
2324,"('1.34925962313654', '103.945859451023')"
2325,"('1.34155339914007', '103.845489613448')"
2326,"('1.33919545395688', '103.854450883864')"
2327,"('1.33479973301368', '103.854155463')"
2328,"('1.3314342903894', '103.845119426857')"
2329,"('1.34152911615925', '103.849589127712')"
2330,"('1.33577240529809', '103.879301111445')"
2331,"('1.43437664621496', '103.774783081105')"
2332,"('1.43435791362603', '103.778088434368')"
2333,"('1.43004416735978', '103.780454637803')"
2334,"('1.44713415109784', '103.772172059269')"
2335,"('1.42822554342155', '103.833488111349')"
2336,"('1.44003806856754', '103.83874448007')"
2337,"('1.42936330969488', '103.83256651573')"
2338,"('1.43063855969787', '103.838133411469')"
2339,"('1.43221790096871', '103.834091373479')"
2340,"('1.43374226274799', '103.841257885463')"
2341,"('1.43530973604166', '103.838606289364')"
2342,"('1.42436151334868', '103.833940260983')"
2343,"('1.43279905704561', '103.82864618104')"
2344,"('1.42651075293863', '103.834284715601')"
2345,"('1.42646254168399', '103.844908930783')"
2346,"('1.36650575716426', '103.84181118487')"
2347,"('1.36511908595886', '103.841742478489')"
2348,"('1.36487674599293', '103.856287317569')"
2349,"('1.36694084363535', '103.843582435016')"
2350,"('1.36664920473672', '103.84525455598')"
2351,"('1.37101536386003', '103.841800323712')"
2352,"('1.36539106633914', '103.856803588706')"
2353,"('1.36314392666998', '103.858118593427')"
2354,"('1.37018144221919', '103.85901883576')"
2355,"('1.37260157854458', '103.857234141592')"
2356,"('1.36572552222846', '103.845750564626')"
2357,"('1.33312757781896', '103.91651174393')"
2358,"('1.33306648174585', '103.931091390071')"
2359,"('1.33025307073546', '103.927058345096')"
2360,"('1.32587565122354', '103.932493035074')"
2361,"('1.33635490577951', '103.920203566512')"
2362,"('1.32963136613535', '103.909902161479')"
2363,"('1.33103784588692', '103.908641634756')"
2364,"('1.32953994162628', '103.9276500842')"
2365,"('1.33396186689746', '103.915599319144')"
2366,"('1.33023192210361', '103.909386968106')"
2367,"('1.32987028916159', '103.909220387915')"
2368,"('1.32822550655778', '103.934469289425')"
2369,"('1.32606796383517', '103.921449885887')"
2370,"('1.33629244771801', '103.926101654356')"
2371,"('1.36285292193014', '103.834739503381')"
2372,"('1.36266292719983', '103.834267527044')"
2373,"('1.35669994020487', '103.752306417884')"
2374,"('1.35073333041497', '103.746261338468')"
2375,"('1.34991025839712', '103.759040163588')"
2376,"('1.362471403915', '103.750561080651')"
2377,"('1.34927162953551', '103.74359094183')"
2378,"('1.34983226535734', '103.7547381511')"
2379,"('1.35987875096146', '103.74733565667')"
2380,"('1.36066491115595', '103.749321018638')"
2381,"('1.3607337219879', '103.750944064843')"
2382,"('1.36038104862798', '103.750923865594')"
2383,"('1.34586253909028', '103.747905760698')"
2384,"('1.34670636093149', '103.746920663038')"
2385,"('1.34655585025652', '103.740101500639')"
2386,"('1.34936030465417', '103.760019454103')"
2387,"('1.3500433867981', '103.744237408407')"
2388,"('1.34719281119437', '103.752217334445')"
2389,"('1.3496481268301', '103.757332776738')"
2390,"('1.3582878390455', '103.747520379156')"
2391,"('1.35995741711977', '103.749307337606')"
2392,"('1.27239732679697', '103.820832735739')"
2393,"('1.28018941877784', '103.828178444795')"
2394,"('1.2733573140352', '103.825345821846')"
2395,"('1.27394153200448', '103.808817449676')"
2396,"('1.27700823497374', '103.828056201882')"
2397,"('1.28522666343857', '103.817674794972')"
2398,"('1.28440846056849', '103.817262775241')"
2399,"('1.27983690191197', '103.824757769108')"
2400,"('1.28538144338708', '103.830400732841')"
2401,"('1.28467056650891', '103.831049307715')"
2402,"('1.29169833480355', '103.827334523132')"
2403,"('1.28848713394647', '103.813351513103')"
2404,"('1.28365235024006', '103.815411052175')"
2405,"('1.28881615319911', '103.80820528928')"
2406,"('1.27429804779997', '103.811431447755')"
2407,"('1.27384994087123', '103.81124705243')"
2408,"('1.27536323064723', '103.808784376517')"
2409,"('1.32280086346268', '103.811023492628')"
2410,"('1.30658850181781', '103.855218716278')"
2411,"('1.30302298414827', '103.853038663425')"
2412,"('1.38211439144289', '103.75356509712')"
2413,"('1.38247656726294', '103.752527976573')"
2414,"('1.37798715606626', '103.75518761449')"
2415,"('1.31655029232794', '103.766331105347')"
2416,"('1.31329277085705', '103.762553042236')"
2417,"('1.31474029464441', '103.76748755096')"
2418,"('1.30373748080136', '103.767838195196')"
2419,"('1.31408279564086', '103.769202736616')"
2420,"('1.3252487729987', '103.886757553674')"
2421,"('1.32555253561538', '103.886532776037')"
2422,"('1.32488448306596', '103.885571385532')"
2423,"('1.32690473046022', '103.903997715045')"
2424,"('1.32006886595229', '103.882818111651')"
2425,"('1.31896465338811', '103.884287246879')"
2426,"('1.30915239429834', '103.882242524292')"
2427,"('1.32385644988852', '103.887585351528')"
2428,"('1.32827325782622', '103.90359427022')"
2429,"('1.31997674731215', '103.884439316163')"
2430,"('1.31822661859534', '103.897854941374')"
2431,"('1.37051387277512', '103.882323502346')"
2432,"('1.35442181063898', '103.888557768191')"
2433,"('1.35345957179709', '103.887488043611')"
2434,"('1.36612502215531', '103.8899608987')"
2435,"('1.36575849509964', '103.889720136349')"
2436,"('1.36840583194353', '103.897820383869')"
2437,"('1.35782377502387', '103.888939725858')"
2438,"('1.35223342746652', '103.882841640503')"
2439,"('1.37143602784682', '103.885845075469')"
2440,"('1.37123297855584', '103.88691800304')"
2441,"('1.36706142659908', '103.888077255516')"
2442,"('1.36596036249795', '103.888646477925')"
2443,"('1.37332612525415', '103.895386227354')"
2444,"('1.35714409402773', '103.888970066565')"
2445,"('1.35714585264641', '103.888559580363')"
2446,"('1.31962057942712', '103.747111361741')"
2447,"('1.34485611194653', '103.735622181477')"
2448,"('1.33996762299816', '103.738041056685')"
2449,"('1.34077678943087', '103.738019085958')"
2450,"('1.32075391757793', '103.741600208874')"
2451,"('1.34071930674982', '103.74056288551')"
2452,"('1.34434377958261', '103.741796120846')"
2453,"('1.35159123927227', '103.73019605105')"
2454,7 YUNG KUANG RDunavailable
2455,"('1.34720275740571', '103.724501217493')"
2456,"('1.34999389867275', '103.71547303846')"
2457,"('1.35270020453812', '103.715217116167')"
2458,"('1.34984856223626', '103.722671026586')"
2459,"('1.35019763757677', '103.727348817983')"
2460,"('1.34841672939573', '103.716191585352')"
2461,"('1.30522205395223', '103.862906450772')"
2462,"('1.30787507917062', '103.860792024681')"
2463,"('1.32058609456907', '103.862002015145')"
2464,"('1.32785332684887', '103.854993724632')"
2465,"('1.32408464111823', '103.86859054805')"
2466,"('1.30414964002546', '103.912123966699')"
2467,"('1.30343745455285', '103.913348823707')"
2468,"('1.30538746257876', '103.801063155204')"
2469,"('1.29274220316638', '103.802807201455')"
2470,"('1.29091128182876', '103.803120797076')"
2471,"('1.30465698901237', '103.799309643019')"
2472,"('1.30407495261872', '103.79933169089')"
2473,"('1.30573175327771', '103.800253694336')"
2474,"('1.30558616281108', '103.800743580931')"
2475,"('1.29930999795442', '103.797234577507')"
2476,75 C'WEALTH DRunavailable
2477,"('1.30814997104791', '103.794275184926')"
2478,"('1.28928555929927', '103.803401515145')"
2479,"('1.30542278278875', '103.781320435431')"
2480,"('1.36990040378361', '103.870224884545')"
2481,"('1.35842952473611', '103.8712240101')"
2482,"('1.35381198342473', '103.87013457465')"
2483,"('1.35877773497643', '103.946270788952')"
2484,"('1.34739870794535', '103.945292359327')"
2485,"('1.34586624483884', '103.936093443277')"
2486,"('1.35270378927022', '103.936448526607')"
2487,"('1.34910384523476', '103.952628180763')"
2488,"('1.35461516668299', '103.947116646682')"
2489,"('1.35477157041693', '103.946584056018')"
2490,"('1.3594587451825', '103.946965691919')"
2491,"('1.35299329912397', '103.949349977597')"
2492,"('1.34806952870407', '103.943577088123')"
2493,"('1.34869712181619', '103.944859621472')"
2494,"('1.34543163487949', '103.95064762788')"
2495,"('1.33696011414514', '103.859489719839')"
2496,"('1.34155275067394', '103.846385947783')"
2497,"('1.33956301707324', '103.844893597061')"
2498,167 LOR 1 TOA PAYOHunavailable
2499,"('1.33259000918315', '103.849677717253')"
2500,"('1.33486395185077', '103.867411589518')"
2501,"('1.33399297498361', '103.879892742452')"
2502,"('1.34113803607795', '103.850126597142')"
2503,"('1.33456149665389', '103.862943044844')"
2504,"('1.33585385483747', '103.87893270615')"
2505,"('1.33438327081307', '103.865312115136')"
2506,"('1.33541493957748', '103.865168758339')"
2507,"('1.43542679398387', '103.774232531847')"
2508,"('1.4357638173206', '103.772798008229')"
2509,"('1.43598159724925', '103.781929846478')"
2510,"('1.4367694338717', '103.782224172938')"
2511,"('1.4366212320968', '103.78097673981')"
2512,"('1.42976674719237', '103.780001772636')"
2513,"('1.43918122951508', '103.780841083163')"
2514,"('1.43911242302221', '103.778949135126')"
2515,"('1.44129152941254', '103.776449738052')"
2516,"('1.42931275823258', '103.833492175164')"
2517,"('1.43102233778042', '103.837623233094')"
2518,"('1.43124009000222', '103.836784122043')"
2519,"('1.43499758920055', '103.831124796378')"
2520,"('1.4312806628618', '103.831829692469')"
2521,"('1.43474844778898', '103.841387188373')"
2522,"('1.42681827962849', '103.828512775486')"
2523,"('1.42395988584135', '103.832607406437')"
2524,"('1.42470239952978', '103.833949786818')"
2525,"('1.42321418082792', '103.833049339213')"
2526,"('1.43181514143097', '103.836535445849')"
2527,"('1.43459992009659', '103.837409471332')"
2528,"('1.43809763830105', '103.839642130302')"
2529,"('1.44052449307012', '103.839005531098')"
2530,"('1.42707820696356', '103.832706088136')"
2531,"('1.42602952702202', '103.834266086838')"
2532,"('1.42647481851247', '103.82991593847')"
2533,"('1.42133515867973', '103.837436986724')"
2534,"('1.43896457843625', '103.837500561028')"
2535,"('1.36514126911853', '103.8487041858')"
2536,"('1.37257962452704', '103.836220813247')"
2537,"('1.36889751131378', '103.856200835147')"
2538,"('1.37178732806791', '103.855854368773')"
2539,"('1.37281788211768', '103.85778103375')"
2540,"('1.36582089504381', '103.842847772078')"
2541,"('1.36663973560866', '103.848769708749')"
2542,"('1.36720027552413', '103.853247443819')"
2543,"('1.32919868667839', '103.937343347878')"
2544,"('1.33066590908483', '103.922843972485')"
2545,"('1.33082005919243', '103.925595840288')"
2546,"('1.33345012881091', '103.917708768303')"
2547,"('1.3211155478057', '103.941675526083')"
2548,"('1.33597277354753', '103.924883020541')"
2549,"('1.33430060482328', '103.916398118478')"
2550,"('1.33488194247883', '103.911778859623')"
2551,"('1.3310599731551', '103.930041392882')"
2552,"('1.32247807692488', '103.941254614647')"
2553,"('1.31857405442007', '103.946080891889')"
2554,"('1.31967414684941', '103.946053142494')"
2555,"('1.34936138318074', '103.839099307727')"
2556,"('1.34675059587742', '103.847990168368')"
2557,"('1.34671498920224', '103.847398357544')"
2558,"('1.36314201237933', '103.749541119795')"
2559,"('1.357471521421', '103.747948828709')"
2560,"('1.36094593781145', '103.747282390377')"
2561,"('1.34880956575502', '103.759892612835')"
2562,"('1.34817263842498', '103.758893085449')"
2563,"('1.34883662857191', '103.746021679075')"
2564,"('1.34610499318053', '103.740825524725')"
2565,"('1.34926274020427', '103.759190085587')"
2566,"('1.36103222148882', '103.748091419935')"
2567,"('1.36418205578453', '103.747797285557')"
2568,"('1.28481824462868', '103.816961357218')"
2569,"('1.28811451810467', '103.829040334276')"
2570,"('1.28508446478781', '103.830493625033')"
2571,"('1.27736066510423', '103.831600213349')"
2572,"('1.29182862424357', '103.826545813025')"
2573,"('1.28391030770326', '103.814983303997')"
2574,"('1.27267256466786', '103.822875659974')"
2575,"('1.27727484555216', '103.842914071369')"
2576,"('1.29679486357103', '103.853907185582')"
2577,"('1.37976221059279', '103.754969354123')"
2578,"('1.31699411182356', '103.768506615632')"
2579,"('1.304974887429', '103.761861975982')"
2580,"('1.31756398951141', '103.767975202583')"
2581,"('1.30538490099306', '103.768020281')"
2582,"('1.31395967091571', '103.769831365969')"
2583,"('1.3203712699315', '103.884029086935')"
2584,"('1.32613973623742', '103.902073613523')"
2585,"('1.32591743884326', '103.899063689115')"
2586,"('1.32635938429734', '103.899753061623')"
2587,"('1.32646063251974', '103.902007029513')"
2588,"('1.32671260607254', '103.901560745645')"
2589,"('1.32362634361201', '103.88212045504')"
2590,"('1.31791229406491', '103.901388353954')"
2591,"('1.32691366727129', '103.902623089881')"
2592,"('1.32399305603529', '103.886692720017')"
2593,"('1.3701440065551', '103.883968140531')"
2594,"('1.37402568701988', '103.882804051972')"
2595,"('1.37084420462336', '103.885431882212')"
2596,"('1.3706773440242', '103.885941015073')"
2597,"('1.37450179829607', '103.895709633695')"
